n,score_spearman_rho,median_absolute_score_change,fixed_cut_assignment_ari,refit_assignment_ari,refit_lower_cut,refit_upper_cut
107,0.8534750897713493,0.16666666666666607,0.35145042023250617,0.35137241004584474,2.638371657875968,3.370383528280696
